Competition,End time,Biomass,Population size,Growthrate
4cells_1,255.40000000002382,0.45644479725026194,0.4314461954187721,0.54065968873947068
4cells_2,265.000000000026,-0.37675056699683984,-0.39786876121622961,-0.73557820331348711
4cells_3,261.2000000000251,-1.8045106380866105,-1.8182793224804292,-7.4747204470281714
4cells_4,264.85000000002594,0.88015023035631246,0.85403915597225144,3.0273899406594045
4cells_5,261.40000000002516,0.61657326982447724,0.59625521407360638,0.50256350081650292
4cells_6,271.6000000000275,0.49070225208545037,0.46958930956258349,1.6324806458934833
4cells_7,256.300000000024,-0.025215327345788432,-0.04158710148913327,0.011181834490031368
4cells_8,265.6500000000261,0.3044921923786128,0.28963244689169215,1.1257030281306024
4cells_11,259.9000000000248,0.10976292367280055,0.090309895648294891,-0.050655965422272707
4cells_12,257.5500000000243,0.02201398314705251,-0.0018518523810736594,0.1664327575704285
4cells_13,275.7000000000284,0.15469166354192332,0.13494427578294338,0.33797010574371211
4cells_14,258.4000000000245,-0.37236504163609568,-0.38983855699903758,-0.33464747975390619
4cells_15,260.40000000002493,-0.81859005296596243,-0.83874057042112093,-1.6973561631523155
4cells_16,261.5500000000252,-0.17474311911888682,-0.18816474275418346,-0.057700170356434904
4cells_17,251.70000000002298,-0.93569219553443006,-0.95367181676271073,-0.96607805315463335
4cells_18,264.40000000002584,0.12474794747382092,0.10493025776536846,0.14393446015235092
4cells_19,260.50000000002495,0.43614541078582075,0.42067632800391613,0.48238138193935659
4cells_20,265.200000000026,-2.1886040152125514,-2.2074235089599679,-7.97006856777669
4cells_21,245.70000000002162,-0.021558690243103185,-0.036525093492199866,0.04672420285432264
4cells_22,267.3000000000265,0.92019142164361256,0.89889672592261682,1.7847373563354512
4cells_23,254.10000000002353,-0.08275746516068741,-0.1066833303089446,-0.21235492050547092
4cells_24,261.5500000000252,-0.17474311911888682,-0.18816474275418346,-0.057700170356434904
4cells_25,274.4500000000281,0.51289355142233728,0.48555684139759492,0.87959504203994354
4cells_26,269.65000000002703,0.5238874703261569,0.5024968512814092,1.1144122982707596
4cells_27,255.05000000002374,-2.1481024894581946,-2.1668940429681829,-7.6597101361548434
4cells_28,253.90000000002348,0.050592942923355443,0.029158075888172572,0.21885966112989697
4cells_29,253.35000000002336,0.0082251719238879226,-0.019076147060813873,0.057914539905277652
4cells_30,263.20000000002557,-0.35955290564040759,-0.38351776014390299,-0.16055993942973285
4cells_31,254.65000000002365,0.0016341820213024254,-0.022375158352174854,0.073593986856052798
4cells_32,266.55000000002633,0.11831879100916917,0.097943326491379212,0.16436845316575904
4cells_33,253.1000000000233,3.6387099752993439,3.6367459412201564,23.015045850699142
4cells_34,264.80000000002593,-0.43798444971700218,-0.46296298042577494,-0.57452000418174876
4cells_35,255.00000000002373,-1.0127605912692255,-1.0311691166929444,-1.2759352564680391
4cells_36,256.300000000024,-1.3391002807300405,-1.3611283582181668,-2.1545353652620189
4cells_37,253.1000000000233,3.6387099752993439,3.6367459412201564,23.015045850699142
4cells_38,258.0500000000244,-0.143532634906059,-0.15981709088357279,-0.044026684942176979
4cells_39,255.65000000002388,0.14479813894617302,0.13291196316805348,-0.047476213288527767
4cells_40,251.10000000002285,0.4183729410433808,0.40351198248728232,0.35127452216160732
4cells_41,256.00000000002393,0.30391291878424564,0.28715985975014502,0.5367510027537391
4cells_42,253.80000000002346,-0.2846066231813445,-0.3000327162322125,-0.13754943410787973
4cells_43,256.00000000002393,0.30391291878424564,0.28715985975014502,0.5367510027537391
4cells_44,260.50000000002495,0.43614541078582075,0.42067632800391613,0.48238138193935659
4cells_46,262.0500000000253,2.1178035173321894,2.0905404347478846,8.5070739312870209
4cells_47,260.50000000002495,0.43614541078582075,0.42067632800391613,0.48238138193935659
4cells_48,261.2000000000251,-1.8045106380866105,-1.8182793224804292,-7.4747204470281714
4cells_49,260.50000000002495,0.43614541078582075,0.42067632800391613,0.48238138193935659
4cells_50,264.40000000002584,0.12474794747382092,0.10493025776536846,0.14393446015235092
4cells_51,253.90000000002348,0.050592942923355443,0.029158075888172572,0.21885966112989697
4cells_52,268.5000000000268,0.40093413949593604,0.38053897756884691,0.47731584981660574
4cells_53,253.90000000002348,0.050592942923355443,0.029158075888172572,0.21885966112989697
8cells_3,268.45000000002676,1.6719171457624236,1.6535782304186224,12.566169429993154
8cells_4,272.85000000002776,0.94822543032461104,0.92740619993160012,1.7972104716020392
8cells_5,261.9500000000253,0.79349963097830289,0.77521814729537408,2.1330360862338238
8cells_6,282.05000000002985,-0.086517629661768763,-0.10270823962345776,-0.015317121043476076
8cells_7,293.6000000000325,0.9608469604996005,0.94238365119399714,1.2501990733342756
8cells_8,285.6500000000307,0.22982147271057876,0.20894345029209943,1.0564681529976061
8cells_9,278.8500000000291,-0.39169432691239475,-0.41250345961598706,-0.61242439198199239
8cells_10,259.5000000000247,0.55506212694539159,0.53575308694920321,0.43381729847585199
8cells_11,285.10000000003055,-0.22016046161839539,-0.2409860176060156,-0.1806202629420314
8cells_12,278.00000000002893,1.4885126164344282,1.4704572090683823,4.9769694836603726
8cells_13,274.15000000002806,-0.38482895921098964,-0.40512145705787395,-0.23489423469217818
8cells_14,266.5000000000263,0.47206362708581046,0.45323262352844224,1.1473433464733576
8cells_15,279.2500000000292,0.18214313336622062,0.15353519493246412,0.12645216397224127
8cells_16,254.9000000000237,2.1382592291130114,2.128658054182309,6.8574185749903211
8cells_17,269.550000000027,1.2725184629014887,1.2531137157855439,4.0415318027066123
8cells_18,278.200000000029,0.23603669843840214,0.21621946451995896,0.35465088454511118
8cells_19,257.1500000000242,0.50589412757626484,0.49111805471313924,1.2524829685168239
8cells_20,260.95000000002506,0.47375971785878529,0.45567546086336008,0.27368538301403295
8cells_21,261.30000000002514,-1.0406084099025577,-1.0672602228709296,-2.0625510051002083
8cells_22,285.8500000000307,1.5349294812735674,1.5078721985568004,5.7695113374778799
8cells_23,266.5000000000263,0.6750077873261775,0.65206744397083571,0.86669881116379011
8cells_24,261.80000000002525,3.0029388178396084,2.9708854495985926,19.15684003210006
8cells_25,285.3500000000306,0.46826777780855361,0.44786140655919515,1.445943283019999
8cells_26,258.1000000000244,0.36370149216325248,0.34244805028147945,0.34727694598978737
8cells_27,285.10000000003055,-0.22016046161839539,-0.2409860176060156,-0.1806202629420314
8cells_28,279.40000000002925,-0.41817260576727716,-0.43484203944993211,-0.70161039501623523
