Competition,End time,Biomass,Population size,Growthrate
4_cells_1,297.1999999999991,0.068169894659731903,0.067900067074229575,0.21619527475847664
4_cells_2,301.7000000000001,0.081342566565534596,0.076166395439121723,-0.14753548200467798
4_cells_3,304.4000000000007,-0.044542821110413987,-0.040656593955153281,0.15621401664106921
4_cells_4,298.9999999999995,0.36686322806698562,0.3653755446189258,0.054569126122081361
4_cells_5,311.60000000000235,0.18081654529420546,0.17757340584203185,0.021468859530158653
8_cells_1,321.8000000000047,-0.67222555536706141,-0.66331245743069356,-2.2132965979843502
8_cells_2,191.99999999999338,0.34266901364580105,0.32522396804981174,0.68816553454338381
8_cells_3,334.00000000000745,0.39416364746699778,0.3952097269328978,0.21156542804100703
8_cells_4,315.60000000000326,-0.3904015214962871,-0.38491324042340475,-0.07660371083642227
8_cells_5,309.40000000000185,1.9971903807128868,1.9869347572932101,9.2370103505716781
16_cells_1,313.2000000000027,-0.17079835600881213,-0.17116670036323928,-0.54247177220642162
16_cells_2,353.2000000000118,0.10606967222478338,0.10744086496462608,0.37877825432024159
16_cells_3,327.90000000000606,-0.70696632888049804,-0.70673108899475778,-2.0380358727068955
16_cells_4,308.7000000000017,0.04677954671786231,0.045585981708259733,0.11311137603423276
16_cells_5,327.1000000000059,-0.55064224675573914,-0.54999026896489656,-1.7539057219547536
32_cells_1,362.5000000000139,0.7953669915730629,0.79382115901870953,3.7065820676989598
32_cells_2,365.70000000001465,-0.018726002385309956,-0.025569574849503861,-0.085940648689987284
32_cells_3,359.8000000000133,-1.3884434220607473,-1.3972201147209717,-1.7062162785737942
32_cells_4,339.6000000000087,-0.32511537507469673,-0.32392912621730563,-0.66908098411209405
32_cells_5,341.3000000000091,-1.0156197313112256,-1.0077746081527512,-6.0518749400620182
