Competition,End time,Biomass,Population size,Growthrate
4_cells_1,140.89999999999628,0.63640147902149269,0.56222447337409875,1.6597179012939944
4_cells_2,131.9999999999968,0.26899663092561876,0.19947632320159051,0.67704605737395129
4_cells_3,136.29999999999654,0.011533011453534808,-0.054018934252231199,0.37785717203118946
4_cells_4,131.7999999999968,0.79873550935522786,0.72595949829346351,0.98908092782916379
4_cells_5,136.79999999999652,0.59875205844713786,0.53212294171359564,0.84018467234129779
8_cells_1,136.29999999999654,2.1406092164702337,2.0245560488421583,9.0444700443309962
8_cells_2,131.49999999999682,3.006733325077418,2.8808639420613948,14.243044013772728
8_cells_3,132.09999999999678,0.53038228043981239,0.45604478866024778,0.86621230115791303
8_cells_4,150.69999999999573,-1.4330777740894831,-1.4797691991449951,-3.0033956636644374
8_cells_5,139.99999999999633,1.9634710788728755,1.8354156649841853,11.17413893532572
16_cells_1,134.29999999999666,0.69447872860208859,0.61461724247758442,1.0909198774181046
16_cells_2,144.49999999999608,1.2694406535398677,1.1605266581666231,5.4676017231256822
16_cells_3,143.8999999999961,2.7982909594871646,2.6491822024885776,15.176524217117889
16_cells_4,142.69999999999618,2.2849829966748718,2.136484473571675,12.708042995428944
16_cells_5,135.59999999999658,1.6795998737926197,1.5575025634498547,7.9769807451209411
32_cells_1,143.29999999999615,0.93929951204605844,0.83200989779494694,4.4496172387667645
32_cells_2,143.29999999999615,1.4354057548998753,1.3284713425674599,3.0614231363981759
32_cells_3,139.09999999999638,2.4970129440046911,2.344558966220109,12.7403760271793
32_cells_4,147.3999999999959,2.1709986243065882,2.0288422187644968,13.050417400458009
32_cells_5,139.99999999999633,2.3458985692358092,2.2021476642025886,13.775174858822121
