4_cells_1,Time,0.0,24.00000000000007,48.00000000000041,72.00000000000018,95.99999999999882,119.99999999999746,140.89999999999628
4_cells_1,Biomass,-0.11325774919802778,-0.10554366771233382,-0.028216027665011519,0.074699383994229637,0.1952517693795727,0.37468546475195436,0.63640147902149269
4_cells_1,Population,0.0,-0.091567193525490503,-0.067393917733975461,0.025236668789957544,0.13549796159656355,0.30873548164961323,0.56222447337409875
4_cells_1,Growth rate,0,0.10154463582020858,0.052581099067340348,0.050630348521866188,0.24669314713579166,0.68957598751309945,1.6597179012939944
4_cells_2,Time,0.0,24.00000000000007,48.00000000000041,72.00000000000018,95.99999999999882,119.99999999999746,131.9999999999968
4_cells_2,Biomass,0.34320647337568,-0.43345085969649427,-0.36280734155634531,-0.23915940109234765,-0.059300233121263958,0.15495268742436344,0.26899663092561876
4_cells_2,Population,0.0,-0.43431773772994736,-0.40167722479122736,-0.29737676786862693,-0.11980119981262065,0.089278584438525863,0.19947632320159051
4_cells_2,Growth rate,0,0.4998641999004701,0.35552835478395878,0.18896808552592673,0.11900276532587241,0.46432104174524164,0.67704605737395129
4_cells_3,Time,0.0,24.00000000000007,48.00000000000041,72.00000000000018,95.99999999999882,119.99999999999746,136.29999999999654
4_cells_3,Biomass,0.18650084432786776,-0.37276179277808569,-0.4002863239215726,-0.3471006039711082,-0.26697913352200592,-0.1334452145713915,0.011533011453534808
4_cells_3,Population,0.0,-0.37948962170490369,-0.4398286788151955,-0.40148103909328992,-0.3258590625960574,-0.19570790612002212,-0.054018934252231199
4_cells_3,Growth rate,0,0.50027072636936953,0.51862159821522769,0.45703084687104339,0.34025576436780314,7.044418994112124e-05,0.37785717203118946
4_cells_4,Time,0.0,24.00000000000007,48.00000000000041,72.00000000000018,95.99999999999882,119.99999999999746,131.7999999999968
4_cells_4,Biomass,-0.020021049875006778,-0.016843822185116847,0.16621027280042444,0.36735584564019802,0.56117939125858574,0.71817792934004276,0.79873550935522786
4_cells_4,Population,0.0,-0.03052118903488699,0.13362904410646154,0.3075402182911684,0.49196874200488555,0.64490823963366595,0.72595949829346351
4_cells_4,Growth rate,0,0.040464480689700023,0.27339271149778921,0.55610253435434831,0.72048857981850911,0.84763932380449913,0.98908092782916379
4_cells_5,Time,0.0,24.00000000000007,48.00000000000041,72.00000000000018,95.99999999999882,119.99999999999746,136.79999999999652
4_cells_5,Biomass,-0.13967417557022446,-0.11221804542585401,-0.014157422813966392,0.12496542233177128,0.29483531338451774,0.47924977633465887,0.59875205844713786
4_cells_5,Population,0.0,-0.13163565745962341,-0.045380490760437327,0.080396832425728121,0.23568677733340049,0.41736456201790495,0.53212294171359564
4_cells_5,Growth rate,0,0.097863830685504388,0.006699106714946417,0.20318482051618808,0.46274641038137376,0.66410801073973313,0.84018467234129779
8_cells_1,Time,0.0,24.00000000000007,48.00000000000041,72.00000000000018,95.99999999999882,119.99999999999746,136.29999999999654
8_cells_1,Biomass,0.092945982453219209,0.36922420978670534,0.66603808374204554,1.0183801576912439,1.4344930839725838,1.8673956111045882,2.1406092164702337
8_cells_1,Population,0.0,0.35424283897011982,0.61207513671729474,0.94731232344956462,1.3496635417386016,1.7629615398819407,2.0245560488421583
8_cells_1,Growth rate,0,0.53606860164071135,0.99547099805902062,1.7259677285179909,3.0065743136314507,6.0703241650794473,9.0444700443309962
8_cells_2,Time,0.0,24.00000000000007,48.00000000000041,72.00000000000018,95.99999999999882,119.99999999999746,131.49999999999682
8_cells_2,Biomass,0.10577911843061319,0.60512218378309457,1.2506584624325401,1.875564921718391,2.4045927926470716,2.8314464295396267,3.006733325077418
8_cells_2,Population,0.0,0.59873749608887061,1.2041364570552104,1.8095243844522748,2.3092933117291641,2.7147129373821777,2.8808639420613948
8_cells_2,Growth rate,0,1.0341277419587764,2.1288897864136156,3.9592853176198068,7.5277199263631926,12.082871367372348,14.243044013772728
8_cells_3,Time,0.0,24.00000000000007,48.00000000000041,72.00000000000018,95.99999999999882,119.99999999999746,132.09999999999678
8_cells_3,Biomass,0.096491542070546818,-0.44695820890862226,-0.18820498063846428,0.038341646787769398,0.22660402313868186,0.42561213172036055,0.53038228043981239
8_cells_3,Population,0.0,-0.47440200265759952,-0.22249398974541421,-0.017342640751638962,0.15922254192521856,0.35299090033113739,0.45604478866024778
8_cells_3,Growth rate,0,0.36635249245117285,0.001389144279042369,0.18956586005013271,0.38407128337982593,0.65809144547907805,0.86621230115791303
8_cells_4,Time,0.0,24.00000000000007,48.00000000000041,72.00000000000018,95.99999999999882,119.99999999999746,143.9999999999961,150.69999999999573
8_cells_4,Biomass,-0.31764701132329026,-0.44493054327991294,-0.72984535610325241,-0.94786827362525228,-1.1073172773451943,-1.2276521787558974,-1.3792047851079359,-1.4330777740894831
8_cells_4,Population,0.0,-0.46581660289151905,-0.77118616636657877,-0.99611467701354894,-1.1632237785386113,-1.2815907927025092,-1.4281406874297198,-1.4797691991449951
8_cells_4,Growth rate,0,0.70840467490557224,1.2733310522388095,1.5917117695959533,1.8049677827939217,2.0815465081728131,2.7142442193425906,3.0033956636644374
8_cells_5,Time,0.0,24.00000000000007,48.00000000000041,72.00000000000018,95.99999999999882,119.99999999999746,139.99999999999633
8_cells_5,Biomass,-0.069002270128912371,-0.085957994116833331,0.24007485486808725,0.65678710251047412,1.1480292898133755,1.6264786102604309,1.9634710788728755
8_cells_5,Population,0.0,-0.096603422790905003,0.19885085874516517,0.58915746703589766,1.0539066389016196,1.5130770389333539,1.8354156649841853
